Director,Count,TotalGrossWorldWide,AverageGrossPerFilm,Director_weight
Alison Maclean,2,2615508.5594581924,1307754.2797290962,1436714.9222686978
Veeru Devgan,1,567576.0603841536,567576.0603841536,393413.7460085973
Moshé Mizrahi,1,774607.5305291972,774607.5305291972,536917.0258268148
Dean Semler,1,15263536.360883435,15263536.360883435,10579877.19392056
John Swanbeck,1,6819925.7585594235,6819925.7585594235,4727212.31117361
Ralph Strean,1,1957839.6295691906,1957839.6295691906,1357071.019224412
Tim Robbins,1,78701957.42631234,78701957.42631234,54552039.89459725
Vondie Curtis-Hall,2,42850461.44395518,21425230.72197759,23538021.7587141
Malik Bader,1,738767.4040217948,738767.4040217948,512074.54318729707
Zhuang Jieqiong,2,372709665.8569952,186354832.9284976,204731709.50794
Andrew V. McLaglen,1,11070489.271165049,11070489.271165049,7673478.425727177
Youssef Delara,1,3902319.366020018,3902319.366020018,2704881.6662012483
Rakeysh Omprakash Mehra,1,16324497.312281746,16324497.312281746,11315279.286066497
Homi Adajania,1,3616035.3314546547,3616035.3314546547,2506444.6948029413
Luchino Visconti,1,31752154.678101934,31752154.678101934,22008916.491829634
Remo D'Souza,1,36366271.734702736,36366271.734702736,25207178.720386032
Cyril Collard,1,1438464.9136279398,1438464.9136279398,997067.8992156116
Stephen Surjik,1,101633444.88123183,101633444.88123183,70446935.77002044
Paul Mones,1,15115.651603706341,15115.651603706341,10477.371291435466
Andrew Birkin,1,681045.8716262976,681045.8716262976,472065.02574975864
Eric Karson,1,1995156.9902065801,1995156.9902065801,1382937.4425361573
Dan Cutforth,1,43433055.51152033,43433055.51152033,30105499.970913913
Carl Schultz,1,48615837.715316996,48615837.715316996,33697930.84293183
Chris Sanders,1,130878155.78796113,130878155.78796113,90717824.68131053
Enrico Casarosa,1,57432872.57868398,57432872.57868398,39809433.699373394
Sammo Kam-Bo Hung,1,35718896.033894084,35718896.033894084,24758452.078607496
Deborah Warner,1,874331.9640216086,874331.9640216086,606040.7357350175
Jim Drake,1,75267142.0315669,75267142.0315669,52171207.28798555
Peter Duncan,1,1628122.4113193117,1628122.4113193117,1128528.4590124404
George Jackson,1,43487458.706872255,43487458.706872255,30143209.392385546
Alan Poul,1,108263011.75668634,108263011.75668634,75042201.35807535
Gregory Poirier,1,40312824.741569735,40312824.741569735,27942720.810026266
Claude Miller,1,1672240.62769779,1672240.62769779,1159108.8763065164
Max Barbakow,1,1781125.2977732788,1781125.2977732788,1234581.9783755413
Tom Hooper,1,82522711.20276605,82522711.20276605,57200384.6023599
Martin Lawrence,1,69135316.59468451,69135316.59468451,47920949.77472477
Sung-hee Jo,1,61423195.41789419,61423195.41789419,42575314.72489591
Catherine Owens,1,33404389.940697007,33404389.940697007,23154158.70571913
Richard L. Ramsey,1,1299478.0398418491,1299478.0398418491,900729.539515942
James Fargo,2,265964392.98787123,132982196.49393561,146095875.2423149
Susan Streitfeld,1,1800157.6654429573,1800157.6654429573,1247774.2103651592
Nathaniel Gutman,1,378761.2158626761,378761.2158626761,262537.2688806708
Goran Stolevski,1,349274.25272078044,349274.25272078044,242098.46351559076
Stephen Deutsch,1,1970627.0652173914,1970627.0652173914,1365934.5941905542
Mark Rosman,2,143887358.53657368,71943679.26828684,79038210.13613705
James Bond III,1,5172191.7250038255,5172191.7250038255,3585090.1115018814
Tom Gormican,1,30314879.07823205,30314879.07823205,21012672.962092217
Mike Flanagan,2,161882426.15745306,80941213.07872653,88923011.3479929
Deran Sarafian,3,80383496.14159837,26794498.713866126,37145062.47606677
Herb Freed,1,39928421.9330855,39928421.9330855,27676273.087126095
Cesc Gay,1,659745.3002322881,659745.3002322881,457300.5947436851
Udayan Prasad,1,792952.3081993769,792952.3081993769,549632.6567468989
Cathy Yan,1,241982834.04092565,241982834.04092565,167729719.15937278
John Polson,2,257002688.70607233,128501344.35303617,141173156.01661795
Robert Connolly,1,18338190.790855106,18338190.790855106,12711065.24325157
Peter Askin,1,160266.06290090765,160266.06290090765,111087.96963920699
André Ducharme,1,6299884.025018528,6299884.025018528,4366746.849796233
John Hoffman,1,75331965.63278261,75331965.63278261,52216139.58440196
Paul Bogart,1,12545848.570633981,12545848.570633981,8696119.564466964
Sidney Poitier,2,90285067.48480892,45142533.74240446,49594142.31102034
Luca Guadagnino,3,37453563.16168783,12484521.053895943,17307221.1382985
Heitor Dhalia,1,26234167.48508236,26234167.48508236,18184139.22662223
Blair Treu,1,1291382.4763636363,1291382.4763636363,895118.1225159747
John Milius,1,5948856.86882258,5948856.86882258,4123433.366179036
Aneesh Daniel,1,828523.6122148033,828523.6122148033,574288.8058340324
Mike Gabriel,1,691937001.2640814,691937001.2640814,479614181.5513013
Larry Cohen,1,7220577.0877884,7220577.0877884,5004922.65041627
Lee David Zlotoff,1,24582957.305111535,24582957.305111535,17039607.545863573
Jimmy Chin,1,1192580.4860759492,1192580.4860759492,826633.8015143533
J.P. Dutta,1,1028539.8168804349,1028539.8168804349,712929.4741643158
Wayne Blair,1,27104890.802268352,27104890.802268352,18787678.6389775
Bud Yorkin,1,23794009.271821562,23794009.271821562,16492750.440980313
Masayuki Ochiai,1,68716640.49647242,68716640.49647242,47630745.61768121
Andrew Morahan,1,25295364.926855605,25295364.926855605,17533410.88028489
Nigel Finch,1,1384354.7559055118,1384354.7559055118,959561.5959506568
Deniz Gamze Ergüven,1,6780951.0293692015,6780951.0293692015,4700197.08752232
Jeffrey Nachmanoff,1,11321438.719948068,11321438.719948068,7847423.3286141995
Brad Furman,2,199492069.20975924,99746034.60487962,109582219.36283527
Mike White,1,2360465.4453704506,2360465.4453704506,1636149.9682677034
Don Boyd,1,573880.0421585904,573880.0421585904,397783.3332018495
Ferdinando Baldi,1,40224686.46864686,40224686.46864686,27881628.014650352
Geoffrey Sax,2,143269586.87492675,71634793.43746337,78698864.36659893
Ryan Fleck,1,7043937.905069445,7043937.905069445,4882485.698938213
Mark Palansky,1,31975981.059226193,31975981.059226193,22164061.116840847
Ned Benson,1,1863813.080190592,1863813.080190592,1291896.781624856
Christian Carion,1,27629364.807014845,27629364.807014845,19151216.316644516
Tom DeSimone,1,6979324.415748176,6979324.415748176,4837699.040989036
Nicholaus Goossen,1,9924393.524077382,9924393.524077382,6879065.389981617
Kelly Makin,1,99246419.78441776,99246419.78441776,68792376.05423795
Jonas Pate,1,1086738.1929345794,1086738.1929345794,753269.5144394136
Ted Nicolaou,1,890352.5886131388,890352.5886131388,617145.386501446
Nadia Tass,1,55799323.33508077,55799323.33508077,38677143.646864
David Schwimmer,1,49199362.341165796,49199362.341165796,34102399.29212622
Luis Puenzo,2,8980677.495214293,4490338.747607146,4933141.328403781
Kevin Connor,1,2108799.915295337,2108799.915295337,1461708.7156520141
Sebastian del Amo,1,23166061.7798138,23166061.7798138,16057490.407355443
Bahram Beyzaie,1,59574.86379613357,59574.86379613357,41294.14887253274
Wally Pfister,1,132621434.80972898,132621434.80972898,91926173.62017822
Jill Culton,1,226812661.64409342,226812661.64409342,157214556.9339002
Nate Parker,1,21302126.416412856,21302126.416412856,14765508.865468102
Amy Holden Jones,1,16591765.749356277,16591765.749356277,11500535.649677372
Stuart Hazeldine,1,120506104.45793895,120506104.45793895,83528466.54528265
Robert L. Collins,1,7030138.265564738,7030138.265564738,4872920.517722782
Craig Rosenberg,1,322073.3154238368,322073.3154238368,223244.21051962642
Kristine Peterson,1,5630837.008599848,5630837.008599848,3902998.7967035808
Shimit Amin,1,31603297.244591057,31603297.244591057,21905736.381486177
Todd Douglas Miller,1,18287160.28740852,18287160.28740852,12675693.593665015
Michael Anderson,1,14195916.286274193,14195916.286274193,9839859.349295966
Alex Kendrick,1,45320995.06880703,45320995.06880703,31414119.952114776
Armando Iannucci,1,11060389.880878355,11060389.880878355,7666478.061824581
Jeffrey Nicholson,1,1312774.9756118548,1312774.9756118548,909946.2730550081
Liam Lynch,2,23164837.959066503,11582418.979533251,12724587.823417978
Meng-Hua Ho,1,87327.79432343235,87327.79432343235,60531.01441980593
Hallie Meyers-Shyer,1,46330218.79137565,46330218.79137565,32113660.529967427
Jacob Estes,1,1295181.9031021704,1295181.9031021704,897751.6844475337
Philip Saville,1,186380.77633828996,186380.77633828996,129189.30962945944
Daniel Lindsay,1,790874.1235979532,790874.1235979532,548192.168949739
Steven Kampmann,1,19233841.11418428,19233841.11418428,13331882.73963479
Bruce Weber,1,1471262.4930684702,1471262.4930684702,1019801.4489340062
Icíar Bollaín,1,10219546.843333822,10219546.843333822,7083650.081057128
Lone Scherfig,1,80448828.41110702,80448828.41110702,55762878.59250965
Babak Najafi,1,261216512.47586113,261216512.47586113,181061489.1383449
Peter Fonda,1,10119568.922727272,10119568.922727272,7014350.667270452
Cory Finley,1,3961989.9355825717,3961989.9355825717,2746242.153255939
Trish Sie,1,110903473.35213909,110903473.35213909,76872429.86834022
Theodore Witcher,1,24267471.56260436,24267471.56260436,16820929.492937863
Michael Salomon,1,942602.9530011194,942602.9530011194,653362.5792602046
Paola di Florio,1,2435080.4205359556,2435080.4205359556,1687869.1279312235
Alison Klayman,2,1296485.151547833,648242.5757739166,712167.259783093
Kevin Kölsch,1,134818720.7807805,134818720.7807805,93449216.1958965
Tim Pope,1,34795622.58428298,34795622.58428298,24118487.690123703
Wai Keung Lau,1,498026097.0307482,498026097.0307482,345205385.0021368
Radu Mihaileanu,1,58439222.33648275,58439222.33648275,40506982.1966488
Mark Benjamin,1,23524.259598615918,23524.259598615918,16305.774215540854
Andrew Black,1,624756.6752282609,624756.6752282609,433048.3279704745
John McKay,1,6358499.3134952,6358499.3134952,4407375.871741545
George Bowers,1,69101989.91433735,69101989.91433735,47897849.48020471
Robert Lee King,1,474423.84514518006,474423.84514518006,328845.55065278965
Keith Samples,1,6322522.8355389405,6322522.8355389405,4382438.877479687
Mark Illsley,1,3577291.098235294,3577291.098235294,2479589.2387839844
Walter Salles,3,210824382.80240366,70274794.26746789,97421551.02185114
Kyle Lollis,1,1417020.3713256433,1417020.3713256433,982203.6751803764
Anubhav Sinha,1,48645914.94439826,48645914.94439826,33718778.789468564
Daniel Stern,1,119141134.69976471,119141134.69976471,82582341.60585457
Dereck Joubert,1,860610.2016546709,860610.2016546709,596529.5348380611
Stanley R. Jaffe,1,29466953.368714858,29466953.368714858,20424935.647216085
Rich Cowan,1,671401.5293877551,671401.5293877551,465380.0771187577
Charlie Kaufman,1,6592681.483778675,6592681.483778675,4569698.582810945
Carlos Cuarón,1,15806966.595282,15806966.595282,10956554.328724956
Obie Benz,1,669290.2293709677,669290.2293709677,463916.63546480535
Michael Thurmeier,1,518936774.3126242,518936774.3126242,359699562.0036681
Amos Gitai,1,1408527.9751740696,1408527.9751740696,976317.194731715
David L. Cunningham,1,46809410.12693038,46809410.12693038,32445810.65315594
Hiroyuki Morita,1,92318146.18429127,92318146.18429127,63990062.74216237
Desmond Nakano,1,7467338.311942257,7467338.311942257,5175964.497210037
Sandi Simcha Dubowski,1,1357302.0270581592,1357302.0270581592,940810.0732236616
Ferzan Özpetek,1,25726307.809913043,25726307.809913043,17832117.724658526
Henry Bedwell,1,7928659.164757366,7928659.164757366,5495727.74567234
Edward Norton,1,106070947.44753776,106070947.44753776,73522778.16258293
Clark Gregg,1,5636072.0576025415,5636072.0576025415,3906627.456159891
John Herzfeld,1,21618907.912173357,21618907.912173357,14985085.066108055
Nathan Greno,1,826964068.8260539,826964068.8260539,573207812.7311598
Francesco Rosi,1,330454.77509641874,330454.77509641874,229053.79566065347
Chris Terrio,1,2038025.7719508447,2038025.7719508447,1412651.817736234
James D. Parriott,1,9639941.334231064,9639941.334231064,6681898.156585539
Jake Scott,1,868565.3049219687,868565.3049219687,602043.5922388518
John Krasinski,1,350100740.1973719,350100740.1973719,242671340.97975823
Yash Chopra,1,9021801.085899457,9021801.085899457,6253435.986263862
Rick King,1,1341877.0305105634,1341877.0305105634,930118.2803565487
Timothy Reckart,1,79036673.16085182,79036673.16085182,54784047.16228234
Daniel Goldberg,1,9887471.721775148,9887471.721775148,6853473.146814631
Gavin Rothery,1,286415.94776883523,286415.94776883523,198528.4066633727
Avi Belkin,1,335198.77801116335,335198.77801116335,232342.08790557686
John Pieplow,1,1333284.3544662576,1333284.3544662576,924162.2911829732
Max Färberböck,1,1695626.3932412965,1695626.3932412965,1175318.6537582336
Phil Nibbelink,1,91200398.12615272,91200398.12615272,63215298.827087276
Aanand L. Rai,1,12773423.794511434,12773423.794511434,8853862.689262917
Philippe Caland,1,1562979.46239864,1562979.46239864,1083374.8076347164
Jack Clayton,1,127095753.09801218,127095753.09801218,88096062.92103007
Wallace Wolodarsky,1,21201243.071573094,21201243.071573094,14695581.859426964
Alan Clarke,2,360161.986120116,180080.993060058,197839.19193133633
Robert Lieberman,1,44579120.242791586,44579120.242791586,30899891.508133773
Tony Randel,1,31141767.844209637,31141767.844209637,21585828.578866277
Ricky Tognazzi,1,310199.28798615915,310199.28798615915,215013.76187930873
Jamal Hill,1,615267.4858343494,615267.4858343494,426470.9230962854
Joe Berlinger,2,87663674.46325684,43831837.23162842,48154195.01756736
Lance Young,1,558267.2207352025,558267.2207352025,386961.3500516423
Mejbaur Rahman Sumon,1,372791.0355333072,372791.0355333072,258399.05521793425
Jerry Mitchell,1,3912127.112334104,3912127.112334104,2711679.8779065046
Matthew O'Callaghan,1,105596660.58853175,105596660.58853175,73194027.56348628
Bill Bennett,1,20698525.32285532,20698525.32285532,14347124.469285795
Ken Blancato,1,378536.6324452555,378536.6324452555,262381.5995180852
Graeme Clifford,1,6824538.472258064,6824538.472258064,4730409.600668553
Danny Steinmann,1,62102622.91297398,62102622.91297398,43046257.97750537
Andrea Arnold,1,3414772.3637414523,3414772.3637414523,2366939.836181408
John Malkovich,1,8853715.343501944,8853715.343501944,6136927.8278287
Nino Aldi,1,51228.0,51228.0,35508.54376572488
Hampton Fancher,1,677930.8579591836,677930.8579591836,469905.86280899285
Mark Levinson,1,1137726.611675116,1137726.611675116,788611.9931306264
Melanie Mayron,1,19365723.485249344,19365723.485249344,13423296.6333041
Aditya Dhar,1,46894787.56714661,46894787.56714661,32504989.785125248
Paul Dinello,1,3516825.863020993,3516825.863020993,2437677.9314732975
Steve Kloves,1,20473973.277522493,20473973.277522493,14191476.852174379
Dale Launer,1,1639559.5464718458,1639559.5464718458,1136456.0769971025
Farhan Akhtar,1,9451152.757458974,9451152.757458974,6551039.88687404
Nicole Holofcener,1,33077219.72786394,33077219.72786394,22927381.595130693
Perry Andelin Blake,1,73526508.20846026,73526508.20846026,50964691.8611119
Pierre Coffin,1,760406513.1115217,760406513.1115217,527073630.64267033
Eytan Fox,1,7168747.665590259,7168747.665590259,4968997.232549578
Carey Scott,1,1290847.4991667264,1290847.4991667264,894747.3045802728
Peter Baldwin,1,7733511.417844237,7733511.417844237,5360461.635106877
Steve James,1,1049813.559365707,1049813.559365707,727675.3087879405
Nicholas Tomnay,1,6279.0,6279.0,4352.271146735897
Cirio H. Santiago,1,5272589.717610442,5272589.717610442,3654680.697011036
Rolf Schübel,1,1182470.5490036013,1182470.5490036013,819626.1271370169
Johannes Roberts,1,18195849.953684684,18195849.953684684,12612402.093288349
Malgorzata Szumowska,1,1777337.578493448,1777337.578493448,1231956.531435974
Dan Scanlon,1,167108100.805159,167108100.805159,115830508.92182308
Adam Rifkin,1,16293857.209244266,16293857.209244266,11294041.185034001
Keenen Ivory Wayans,2,217623927.345635,108811963.6728175,119542160.44506526
Guy Maddin,1,1415860.7705869565,1415860.7705869565,981399.9011977804
Steven Ramirez,1,2799891.7740978263,2799891.7740978263,1940737.0890888916
Mic Rodgers,1,19510974.387070827,19510974.387070827,13523976.88637545
Allan A. Goldstein,1,3500154.227989204,3500154.227989204,2426122.034655689
Alejandro Chomski,1,9480302.593840128,9480302.593840128,6571245.01377542
Yaron Zilberman,1,8365866.441274597,8365866.441274597,5798776.73671055
Saket Chaudhary,1,1958674.6424540416,1958674.6424540416,1357649.8060512778
Jim Wynorski,1,3608555.24586075,3608555.24586075,2501259.894563179
Claude Lanzmann,1,57131.625,57131.625,39600.62478955808
Paul Quinn,1,2026315.0334355829,2026315.0334355829,1404534.5523521055
Bryan Barber,1,19108906.8102877,19108906.8102877,13245284.879133657
Rick de Oliveira,1,8851399.349271739,8851399.349271739,6135322.50295784
Bronwen Hughes,1,171739045.60240096,171739045.60240096,119040435.25136009
Beeban Kidron,2,134517056.0817024,67258528.0408512,73891045.42340778
Michel Hazanavicius,1,180799829.04717278,180799829.04717278,125320891.74976791
Asghar Farhadi,2,40518638.523094244,20259319.261547122,22257137.100786205
